果园 里 有 梨树 [a] 棵 ， 比 苹果树 少 [b] ， 苹果树 有 多少 棵 ？	seq
	{'[a]': '6', '[b]': '7', '[c]': '2'}	44
	{'[a]': '26', '[b]': '910', '[c]': '6'}	1120
从 [a] 里 减去 [b] 与 [c] 的 和 ， 差 = ？	seq
一 个 滴水 的 水龙头 一天 要 浪费 [a] 千克 的 水 ， 如果 这个 水龙头 像 这样 一直 地 下去 的话 ， 一年 （ 按 [b] 天 计算 ） 将 浪费 多少 千克 的 水 ？	x = [a] * [b]	{'[a]': '35', '[b]': '365'}	12775
	{'[a]': '6', '[b]': '4'}	4.8
	{'[a]': '610', '[b]': '152'}	458
妈妈 买来 一箱 桔子 ， 若 每天 比 计划 多 吃 一个 ， 则 比 计划 少 吃 [a] 天 ； 若 每天 比 计划 少 吃 一个 ， 则 计划 的 时间 过去 后 ， 还 剩 [b] 个 ， 那么 这 一箱 桔子 共 多少 个 ？	seq
一 个 圆柱 体积 为 [a] 立方厘米 ， 高 为 [b] 厘米 ， 底 面积 = 多少 平方厘米 ．	x = [a] / [b]	{'[a]': '900', '[b]': '15'}	60
两个 数 的 差 是 [a] ， 如果 被减数 增加 [b] ． 减数 减少 [c] ， 差 = ．	seq
	{'[a]': '280', '[b]': '0.4'}	200
盒 中 有 [a] 个 黄 球 、 [b] 个 红球 （ 黄 球 与 红球 的 大小 、 形状 一样 ） ， 从中 任意 摸 一个 球 ， 摸 出 黄 的 可能性 = ．	seq
某 工程队 铺 一条 地下 石油 管道 ， 前 [a] 天 共铺 了 [b] 米 ， 剩下 的 [c] 米 只用 [d] 天 就 铺 完 了 ． 这个 工程队 平均 每天 铺 多少 米 ？	seq
	{'[a]': '30', '[b]': '480', '[c]': '4'}	40
	{'[a]': '1.5', '[b]': '8'}	37.68
	{'[a]': '3', '[b]': '2400', '[c]': '40'}	20
	{'[a]': '340', '[b]': '1.5'}	850
学校食堂 买 回 一批 面粉 ， 第一次 用 去 [a] ， 第 二 次 用 [b] 千克 ， 这时 用 去 的 与 剩下 的 粉 重量 的 比 是 [c] ： [d] ， 食堂 共 买 回 面粉 多少 千克 ？	seq
汽车 [a] 小时 行驶 [b] 千米 ， 飞机 [c] 小时 行驶 [d] 千米 ， 飞机 时速 是 汽车 时速 的 多少倍 ？	seq
两桶 油 共 重 [a] 吨 ， 甲 桶 油 重 [b] 吨 ， 比 乙 桶 油 轻 多少 吨 ？	seq
两个 小伙伴 称 体重 ， 小强 重 [a] 千克 ， 小 芳 比 小强 轻 [b] 千克 ， 小 芳 的 体重 = 多少 千克 ？	seq
	{'[a]': '420', '[b]': '0.75', '[c]': '0.6666666666666666'}	175
	{'[a]': '240', '[b]': '6', '[c]': '0.75', '[d]': '0.6666666666666666'}	100
学校 买来 [a] 本 新书 ， 其中 科技 书 占 [b] ， 文艺 书 占 [c] ， 文艺 书 比 科技 书 多 多少 本 ？	seq
	{'[a]': '20', '[b]': '30'}	24
一 批 货物 ， 第一次 运走 [a] ， 第 二 次 运走 了 [b] % ， 若 已知 货物 总量 为 [c] 吨 ， 未 运走 的 货物 有 多少 吨 ？	seq
一 本书 共有 [a] 页 ， 王 小 艳 已经 看 了 [b] 页 ， 剩下 的 要 在 [c] 天 内 看 完 ， 剩下 的 平均 每天 要 看 多少 页 ？	seq
	{'[a]': '2600', '[b]': '1600', '[c]': '5'}	50
计算 [a] - （ [b] + [c] ） * [d] 时 ， 应 先 算 多少 法 ， 再 算 多少 法 ， 最后 算 多少 法 ， 结果 = ．	seq
乐乐 从 甲地 步行 去 乙地 ， 第一 小时 行 了 全程 的 [a] ， 第 二 小时 行 了 全程 的 [b] % ， 这时 离 乙地 还有 [c] 千米 ． 甲 、 乙 两地 相距 多少 千米 ？	seq
兰兰 早上 去 上学 ， 她 每分钟 走 [a] 米 ， 走 了 [b] 分 种 离 学校 还有 [c] 米 ． 兰兰 家 离 学校 有 多 远 ？	x = [a] * [b] + [c]	{'[a]': '80', '[b]': '15', '[c]': '10'}	1210
	{'[a]': '450', '[b]': '150'}	25%
	{'[a]': '120', '[b]': '138'}	15%
一 个 学校 有 [a] 名 学生 去 旅游 ， 分成 [b] 辆 汽车 后 ， 还 剩下 [c] 人 没有 上车 ， 平均 每辆车 乘 多少 人 ？	seq
	{'[a]': '1000', '[b]': '100', '[c]': '0.56'}	0.056
商店 新 购进 篮球 、 足球 各 [a] 个 ， 篮球 每个 售价 [b] 元 ， 足球 每个 售价 [c] 元 ． 这些 球 一共 可以 卖 多少 元 ？	seq
	{'[a]': '2', '[b]': '8', '[c]': '3', '[d]': '40'}	48
一 个数 的 [a] 是 [b] ， 这个 数 的 [c] = ．	seq
实验 小学 五年级 有 [a] 个 班 ， 每班 捐 [b] 盆花 ， 布置 花坛 用 去 了 若干 盆 后 还 剩 [c] 盆 ， 布置 花坛 用 去 多少 盆 ？	seq
	{'[a]': '30', '[b]': '20', '[c]': '5'}	28
	{'[a]': '2.8', '[b]': '76.5', '[c]': '93.5'}	476
把 一根 长 [a] cm 的 木料 横 截 成 两个 小 长方体 ， 表面积 增加 了 [b] cm ^ [c] ， 原来 这根 木料 的 体积 = 多少 cm ^ 3 ．	seq
	{'[a]': '1908', '[b]': '1', '[c]': '5'}	318
一 本 故事书 原价 [a] 元 ． 现在 按 原价 的 [b] 出售 ， 便宜 了 多少 元 ？	x = [a] * ( 1 - [b] )	{'[a]': '24.8', '[b]': '0.6'}	9.92
	{'[a]': '15', '[b]': '27', '[c]': '840'}	2000
有 [a] 位 男同学 ， [b] 位 女同学 ， 现在 从 这些 人 中 选出 一男一女 两名 主持人 ， 共有 多少 种 不同 的 选 法 ？	x = [a] * [b]	{'[a]': '3', '[b]': '5'}	15
	{'[a]': '0.21', '[b]': '0.6', '[c]': '2.4', '[d]': '0.25'}	0.95
水果店 运 来 [a] 千克 苹果 ， 运 来 的 梨 是 苹果 的 [b] ， 梨 又 是 桃 的 [c] ， 桃 有 多少 千克 ？	x = [a] * [b] / [c]	{'[a]': '1500', '[b]': '0.6', '[c]': '0.75'}	1200
刘老师 比 张老师 大 [a] 岁 ， 张老师 的 岁数 是 刘老师 的 [b] ． 张老师 多少岁 ？	seq
	{'[a]': '54', '[b]': '28'}	82
一 种 药瓶 的 包装 上 写 着 ： [a] 片 ， 每片 [b] 毫克 ． 医生 开 的 处方 上 写 着 ： 每天 吃 [c] 次 ， 每次 [d] 毫克 ． 这 瓶 药 按 医生 的 处方 ， 可以 吃 多少 天 ？	seq
星期天 ， 小 刚 去 文具店 买 了 一枝 钢笔 与 一本 笔记本 共 花 去 [a] 元 ， 其中 一本 笔记本 的 价钱 是 钢笔 的 [b] ． 一枝 钢笔 的 价钱 = 多少 元 ？	seq
	{'[a]': '2', '[b]': '0.6'}	1((2)/(5))
甲乙 两城 相距 [a] 千米 ， 一辆 客车 和 一辆 货车 分别 从 两地 相对 开出 ， 客车 每 时 行 [b] 千米 ， 货车 每 时 行 [c] 千米 ． 客车 出发 [d] 时 后 货车 才 出发 ， 货车 从 出发 到 两车 相遇 行 了 几时 ？	seq
	{'[a]': '35', '[b]': '20', '[c]': '27'}	180
	{'[a]': '2', '[b]': '1'}	15.7
6 （ 1 ） 班 有 学生 [a] 人 ， 男生 人数 是 全班 的 [b] ， 又 转 来 几名 女生 后 ， 这时 男生 人数 是 全班 的 [c] ． 又 转 来 几名 女生 ？	seq
	{'[a]': '25', '[b]': '3'}	100
	{'[a]': '4', '[b]': '12', '[c]': '7'}	24
一 台 VCD 降低 价格 [a] 元 后 ， 售价 [b] 元 ， 降价 百分之几 ？	seq
	{'[a]': '296', '[b]': '0.5', '[c]': '92', '[d]': '108'}	1.75
	{'[a]': '13', '[b]': '100', '[c]': '10'}	30
	{'[a]': '99.2', '[b]': '3'}	375
人民 路 两旁 从头到尾 各 安装 了 [a] 盏灯 ， 每 相邻 两盏 间隔 [b] 米 ， 这 条 路 全长 多少 米 ．	seq
[a] 与 [b] 的 差 是 它们 的 和 的 几分 之 几 ？	seq
在 算式 □ * [a] / [b] - [c] + [d] = [e] 中 ， □ 里 应 填入 的 数字 = ．	seq
少年宫 的 舞蹈队 有 [a] 人 ， 乐器 队 共有 [b] 人 ， 合唱队 的 人数 比 舞蹈队 和 乐器 队 的 总数 多 [c] 人 ， 合唱队 有 多少 人 ？	seq
	{'[a]': '50', '[b]': '10'}	6
练一练 ： 甲 、 乙 两地 相距 [a] 千米 ， 客车 和 货车 同时 从 两地 相向 而 行 ， 经过 [b] 小时 相遇 ， 客车 的 速度 是 每 小时 [c] 千米 ， 求 货车 的 速度 是 每 小时 行 多少 千米 ？	seq
	{'[a]': '0.26666666666666666', '[b]': '0.06666666666666667'}	((8)/(15))
用 [a] 千克 的 鸡蛋 能 做出 [b] 千克 的 蛋糕 ， 现在 要 做 [c] 千克 的 蛋糕 ， 需要 鸡蛋 多少 千克 ？	seq
	{'[a]': '250000', '[b]': '5'}	12500
	{'[a]': '20', '[b]': '608', '[c]': '340'}	12500
	{'[a]': '72.8', '[b]': '56', '[c]': '1.5'}	1.95
	{'[a]': '900', '[b]': '17'}	153
	{'[a]': '50', '[b]': '60', '[c]': '4', '[d]': '80'}	550
	{'[a]': '0.7', '[b]': '56'}	24
	{'[a]': '3000', '[b]': '3', '[c]': '3.28'}	3295.2
	{'[a]': '50', '[b]': '8', '[c]': '3.6', '[d]': '12', '[e]': '6.8'}	1.2
[a] 里面 有 多少 个 [b] ．	x = [a] / [b]	{'[a]': '5', '[b]': '0.01'}	500
	{'[a]': '35', '[b]': '0.8', '[c]': '0.2'}	27.8
食品 商店 运 来 鸡蛋 和 鸭蛋 共 [a] 筐 准备 节日 供应 ， 其中 鸭蛋 占 总 筐 数 的 [b] ， 因 供应 需要 ， 又 运 来 几 筐 鸭蛋 ， 这时 鸭蛋 占 总 筐 数 的 [c] % ． 后来 又 运 来 多少 筐 鸭蛋 ？	seq
某 饭店 的 一盘 西红柿 炒鸡蛋 ， 用 去 鸡蛋 [a] 千克 ， 每千克 [b] 元 ， 用 去 西红柿 [c] 千克 ， 每千克 [d] 元 ， 调料 约 [e] 元 ， 利润 占 成本 的 [f] % ， 这 盘 西红柿 炒鸡蛋 应 售 多少 元 ？	seq
学校 为 六年级 的 老师 购买 了 一包 办公 用纸 ， 计划 平均 每天 用 [a] 张 ， 可以 用 [b] 天 ． 由于 老师 们 节约 ， 实际 用 了 [c] 天 ， 平均 每天 节约 用纸 多少 张 ？	seq
	{'[a]': '7', '[b]': '0.95', '[c]': '7200'}	60000
大小 齿轮 的 个数 比 是 [a] ： [b] ， 小齿轮 有 [c] 个 齿 ， 大 齿轮 有 多少 个 齿 ．	seq
	{'[a]': '78', '[b]': '0.2'}	65
南 莫 缫丝厂 前年 用 煤 [a] 吨 ， 去年 比 前年 节约 用 煤 0.78 吨 ， 今年 估计 要 比 前年 节约 用 煤 [b] 吨 ， 今年 估计 用 煤 多少 吨 ？	seq
小 明 从 家 去 商店 买 东西 ， 走 到 [a] 米处 小 明 发现 忘 了 带 钱 ， 然后 到 回家 去 拿 钱 ， 就 立刻 去 商店 买 东西 ， 已知 小 明 家 和 商店 相距 [b] 米 ， 小 明 将 走 多少 米 到 商店 ？	seq
妈妈 的 年龄 是 小 南 年龄 的 [a] 倍 ， 爸爸 年龄 是 小 南 年龄 的 [b] 倍 ， 妈妈 比 爸爸 小 [c] 岁 ， 小 南 今年 几岁 ？	seq
	{'[a]': '27.5', '[b]': '9', '[c]': '5'}	2.5
道 班 工人 要 维修 一条 长 [a] 米 的 公路 ， 前 [b] 天 修 了 [c] 米 ， 照 这样 的 速度 ， 还要 多少 天 才能 修 完 这 条 公路 ？	seq
	{'[a]': '5', '[b]': '560', '[c]': '18'}	2576
	{'[a]': '8', '[b]': '5', '[c]': '6'}	48
一 个 篮球 [a] 元 ， 李老师 用 [b] 元 钱 买 了 [c] 个 篮球 ． 还 剩 多少 钱 ？	seq
	{'[a]': '1840', '[b]': '1200', '[c]': '5'}	32
	{'[a]': '1000', '[b]': '3', '[c]': '3.5'}	105
	{'[a]': '3.9', '[b]': '2.9', '[c]': '3.4'}	2
	{'[a]': '200', '[b]': '220'}	10%
一 本 故事书 ， 王 东 [a] 天 可以 看 完 ， 而 王 红 要 比 王 东 多 [b] 天 看 完 ， 王 东 每天 比 王 红 多 看 [c] 页 ， 那么 这本 故事书 共有 多少 页 ．	seq
	{'[a]': '0.25', '[b]': '7', '[c]': '0.2', '[d]': '5', '[e]': '0.125'}	40
	{'[a]': '907', '[b]': '416', '[c]': '245'}	736
	{'[a]': '66.5', '[b]': '0.8', '[c]': '100'}	46.8
计算 ： [a] + [b] + [c] + [d] + [e] + [f] = ．	seq
	{'[a]': '42', '[b]': '0.21428571428571427', '[c]': '0.8888888888888888'}	17
	{'[a]': '1250', '[b]': '28', '[c]': '5', '[d]': '95'}	1205
要 种 [a] 棵 杨树 ， 已经 种 了 [b] 棵 ． 剩下 的 要 [c] 天 种 完 ． 平均 每天 要 种 多少 棵 ？	seq
学校 买来 [a] 张 办公桌 和 [b] 把 椅子 ， 共 花 去 [c] 元 ， 已知 每 把 椅子 [d] 元 ， 每张 桌子 多少 元 ？	seq
小 王 读 一本 [a] 页 故事书 ， 上午 读 了 全书 的 [b] ， 上午 读 了 多少 页 ？	x = [a] * [b]	{'[a]': '300', '[b]': '0.05'}	15
李 明 收集 邮票 [a] 枚 ， 王 红 收集 的 邮票 比 李 明 多 [b] ． 王 红 收集 邮票 多少 枚 ？	seq
体育老师 买来 [a] 箱 乒乓球 ， 每箱 [b] 筒 ， 每 筒 [c] 个 ． 一共 买来 多少 个 乒乓球 ？	x = [a] * [b] * [c]	{'[a]': '5', '[b]': '24', '[c]': '6'}	720
	{'[a]': '3200', '[b]': '360'}	3560
	{'[a]': '0.85', '[b]': '60'}	400
	{'[a]': '2000', '[b]': '98'}	1960
绿地 小学 向 希望 小学 捐赠 了 故事书 [a] 本 ， 捐赠 的 科技 书 比 故事书 多 [b] 本 ， 如果 要 把 所有 的 书 装箱 ， 每 [c] 分装 一箱 ， 一共 要 装 多少 箱 ？	seq
妈妈 用 高压锅 蒸 米饭 需 [a] 分钟 ， 洗菜 需 [b] 分钟 ， 炒菜 需 [c] 分钟 ， 妈妈 最快 需用 多少 分钟 可以 让 家人 吃 上 饭 ．	seq
	{'[a]': '6', '[b]': '2'}	18
某 超市 新 购进 [a] 箱 洗洁精 ， 每箱 [b] 瓶 ， 这家 超市 一共 购进 洗洁精 多少 瓶 ？	x = [a] * [b]	{'[a]': '12', '[b]': '28'}	336
学校 有 排球 [a] 个 ， 排球 的 个数 是 篮球 的 [b] ， 篮球 个数 是 足球 的 [c] ， 足球 有 多少 个 ？	seq
	{'[a]': '360', '[b]': '25'}	480
	{'[a]': '0.6666666666666666'}	2
[a] 个 同学 在 操场上 围成 一个 圆圈 做 游戏 ， 每 相邻 两名 同学 之间 都 是 [b] 米 ． 这个 圆圈 的 周长 = 多少 米 ？	seq
	{'[a]': '0.875', '[b]': '20', '[c]': '0.9333333333333333'}	((3)/(16))
[a] 里面 有 多少 个 [b] ．	x = [a] / [b]	{'[a]': '0.3333333333333333', '[b]': '0.05555555555555555'}	6
暖 羊 羊 ， 灰 太 狼 两 人 分别 从 相距 [a] 千米 的 两地 同时 出发 相向 而 行 ， 假如 暖 羊 羊 每 小时 行走 [b] 千米 ， 灰 太 狼 每 小时 走 [c] 千米 ， 两 人 几小时 后 相遇 ？	seq
一 根 小 棒 锯 成 长度 相等 的 段 数 共 锯 了 [a] 次 ， 没有 重叠 据 ， 每 段 是 这根 小 棒 的 ( ( ( ) ) / ( ( ) ) ) ．	seq
原来 有 [a] 个 同学 ， 又 走来 [b] 个 ． 这些 同学 [c] 人 排 一行 ， 可以 排 几行 ？	seq
	{'[a]': '12', '[b]': '0.3333333333333333'}	3
同学 们 栽树 ， 四年级 栽 了 [a] 棵 ， 六年级 栽 的 棵 数 比 四年级 的 [b] 倍 少 [c] 棵 ， 四年级 比 六年级 少 栽 多少 棵 ？	seq
原有 男 、 女同学 [a] 人 ， 新学年 男生 增加 [b] 人 ， 女生 减少 [c] % ， 总 人数 增加 [d] 人 ， 那么 现有 男同学 多少 人 ．	seq
	{'[a]': '2', '[b]': '70', '[c]': '16'}	27
有 [a] 吨 煤 ， 第一次 用 去 [a] % ， 第 二 次 用 去 [b] 吨 ， 还 剩下 多少 吨 煤 ．	seq
王师傅 做 零件 ， 上午 工作 [a] 小时 ， 平均 每 小时 做 零件 [b] 个 ， 下午 工作 [c] 小时 ， 共 做 零件 [d] 个 ， 一天 平均 每 小时 做 零件 多少 个 ？	seq
从 [a] 里 连续 减去 多少 个 [b] ， 结果 得 0 ．	x = [a] / [b]	{'[a]': '240', '[b]': '16'}	15
小 明 有 [a] 张 卡片 ， 小 红 的 卡片 数 是 小 明 的 [b] 倍 ， 小 红 和 小 明 一共 有 卡片 多少 张 ．	seq
	{'[a]': '20', '[b]': '25', '[c]': '50'}	24
一 辆 客车 从 甲 站 开出 时 刚好 满座 ， 到达 乙 站 时 ， 有 [a] 的 乘客 下车 ， 又 有 [b] 人 上车 ， 这时 车上 还有 [c] 个 空位 ． 这时 车上 有 乘客 多少 人 ．	seq
	{'[a]': '1', '[b]': '5000', '[c]': '2', '[d]': '2.25', '[e]': '20'}	5180
同学 们 做 游戏 ， 男生 有 [a] 人 ， 女生 有 [b] 人 ， 现在 要 按 [c] 个人 分 一组 ， 可以 分成 几组 ？	seq
[a] 筐 苹果 的 价钱 等于 [b] 筐 梨 的 价钱 ， 一筐 梨 [c] 元 ， 一筐 苹果 多少 元 ？	seq
一 个 游泳池 的 周长 为 [a] 米 ， 沿 池边 每隔 [b] 米 放 一把 椅子 ， 一共 可以 放 多少 把 椅子 ．	x = [a] / [b]	{'[a]': '300', '[b]': '10'}	30
	{'[a]': '5.4', '[b]': '1.5', '[c]': '25'}	15.7
小 华 看 一 本书 ， 第一天 看 了 全书 的 [a] ， 第 二 天 比 第一天 少 看 了 全书 的 [b] ， 还 剩下 这 本书 的 几分 之 几 没有 看 ？	seq
	{'[a]': '185', '[b]': '65', '[c]': '3'}	750
一 箱 苹果 重 [a] 千克 ， 一箱 梨 比 一箱 苹果 重 [b] 千克 ． 一箱 苹果 和 一箱 梨 共 重 多少 千克 ？	seq
一 根 绳子 ， 用 去 全长 的 [a] ， 刚好 比 原来 短 了 [b] 米 ， 这根 绳子 长 多少 米 ？	x = [b] / [a]	{'[a]': '0.14285714285714285', '[b]': '0.9'}	6((3)/(10))
	{'[a]': '0.8', '[b]': '0.1', '[c]': '20'}	14
	{'[a]': '360', '[b]': '9', '[c]': '4'}	10
小 方 用 [a] 元 买 了 [b] 年期 的 国库券 ， 年利率 为 [c] % ， 到期 后 他 把 利息 捐给 了 “ 希望工程 ” ． 小 方 捐 了 多少 元 给 “ 希望工程 ” ．	seq
	{'[a]': '80', '[b]': '30', '[c]': '3', '[d]': '0.2'}	((5)/(6))
	{'[a]': '0.2857142857142857'}	((7)/(2))
某 拦河坝 的 体积 是 [a] 立方米 ， 横截面 面积 是 [b] 平方米 ， 这 段 拦河坝 长 多少 米 ．	x = [a] / [b]	{'[a]': '8640', '[b]': '43.2'}	200
珠穆朗玛峰 的 海拔高度 为 海平面 以上 [a] m ， 吐鲁番 盆地 的 高度 为 海平面 一下 [b] 米 ， 则 珠穆朗玛峰 的 最高点 和 吐鲁番 盆地 的 最低点 相差 多少 ．	seq
	{'[a]': '4', '[b]': '12', '[c]': '8'}	28
一 个 木工 组 要 做 [a] 张 课桌 ． 已经 做 了 [b] 张 ， 剩下 的 要 用 [c] 天 做 完 ． 平均 每天 要 做 多少 张 ？	seq
商店 有 一种 衣服 ， 原价 每件 [a] 元 ， 降价 后 每件 只 卖 [b] 元 ， 便宜 了 百分之几 ？	seq
一 件 工作 ， 甲 [a] 小时 可以 完成 它 的 [b] ， 那么 甲 完成 这件 工作 需 多少 小时 ．	x = [a] / [b]	{'[a]': '4', '[b]': '0.16666666666666666'}	24
两个 因数 都 是 [a] ， 它们 的 积 = ．	seq
粮食 一批 ， 可 供 [a] 名 院 童 [b] 日 食用 ； [c] 天 后 ， 院 童 人数 多 了 [d] 人 ， 问 还 可 支持 多少 天 ？	seq
甲 数 是 [a] ， 乙 数 比 甲 数 的 [b] 倍 多 [c] ， 两 数 的 和 = ？	seq
学校 买来 一批 图书 ， 其中 文艺 书 占 [a] ， 数学 书 占 余下 的 [b] ， 已知 数学 书 比 文艺 书 少 [c] 本 ． 这 批 图书 共有 多少 本 ？	seq
	{'[a]': '2', '[b]': '580', '[c]': '3480'}	12
	{'[a]': '4', '[b]': '6', '[c]': '5', '[d]': '11', '[e]': '12', '[f]': '20'}	62
张 阿姨 将 [a] 元 钱 存入 银行 ， 存期 为 [b] 年 ， 年利率 [c] % ． 到期 取款 时 ， 张 阿姨 可以 取 到 本金 和 利息 共 多少 钱 ？	seq
	{'[a]': '56', '[b]': '58', '[c]': '22'}	616
	{'[a]': '0.4', '[b]': '0.2'}	((3)/(5))
能 同时 被 [a] 、 [b] 、 [c] 除 余数 为 [d] 的 最小 数 = ．	seq
	{'[a]': '1', '[b]': '5', '[c]': '1.6', '[d]': '12'}	2.8
小 明 看 一 本书 ， 已经 看 了 [a] 页 ， 剩下 的 每天 看 [b] 页 ， [c] 天 看 完 ． 这 本书 一共 多少 页 ？	seq
	{'[a]': '2.6', '[b]': '2'}	3.38
	{'[a]': '60', '[b]': '52', '[c]': '3.5'}	392
水果店 有 苹果 [a] ㎏ ， 卖出 [b] 后 ， 剩下 的 苹果 正好 是 桔子 的 [c] % ， 水果店 有 桔子 多少 千克 ？	seq
	{'[a]': '120', '[b]': '20', '[c]': '5'}	160
	{'[a]': '0.5555555555555556', '[b]': '60', '[c]': '0.25'}	27
	{'[a]': '50', '[b]': '60', '[c]': '300'}	30
甲 仓 有 粮食 若干 ， 运出 [a] 吨 后 ， 剩下 的 比 运走 的 多 [b] 吨 ， 甲 仓 原来 存有 粮食 多少 吨 ？	seq
	{'[a]': '56', '[b]': '0.14285714285714285'}	64
	{'[a]': '600', '[b]': '0.8'}	120
	{'[a]': '0.25', '[b]': '0.8'}	1.05
	{'[a]': '4', '[b]': '10', '[c]': '3', '[d]': '2'}	50
两个 因数 的 积 是 [a] ， 一个 因数 是 [b] ， 另 一个 因数 = ．	x = [a] / [b]	{'[a]': '19.8', '[b]': '11'}	1.8
张 阿姨 把 相同 数量 的 苹果 和 橘子 分给 若干名 小朋友 ， 每 名 小朋友 分 得 [a] 个 苹果 和 [b] 个 橘子 ． 最后 橘子 分 完 了 ， 苹果 还 剩下 [c] 个 ． 那么 一共 分给 了 多少 名 小朋友 ．	seq
	{'[a]': '200', '[b]': '2', '[c]': '4', '[d]': '3'}	20
小 美 家 到 学校 的 路程 是 [a] 千米 ， 小 丽 家 到 学校 的 路程 比 小 美 家 的 [b] 倍 少 [c] 千米 ． 小 丽 家 到 学校 的 路程 = 多少 千米 ？	seq
	{'[a]': '100', '[b]': '43.7', '[c]': '36.9'}	19.4
	{'[a]': '0.5', '[b]': '0.16666666666666666'}	((1)/(3))
	{'[a]': '1932', '[b]': '437', '[c]': '368'}	28
	{'[a]': '328', '[b]': '48', '[c]': '20'}	14
红红 买 了 两本书 ， 一本 是 [a] 元 ， 另 一本 是 [b] 元 ， 口袋 里 还 剩 [c] 元 ， 红红 原来 有 多少 元 ？	seq
一 堂 课 共 [a] 小时 ， 在 这 堂 课 中 我们 动手 操作 用 了 [b] 小时 ， 老师 引导 讲解 用 了 [c] 小时 ， 其余 时间 我们 自主 作业 ． 自主 作业 用 了 多少 小时 ？	seq
图书室 有 [a] 个 书架 ， 每个 书架 有 [b] 层 ， 每层 有 [c] 本书 ， 图书室 一共 有 多少 书 ？	seq
一 个数 减去 [a] 的 差 是 [b] ， 这个 数 = ？	seq
	{'[a]': '5', '[b]': '2.5', '[c]': '0.5', '[d]': '6.5'}	2.3
	{'[a]': '0.2222222222222222', '[b]': '0.1111111111111111'}	((4)/(9))
巴西 高原 的 纺锤 树 最 粗 直径 有 [a] m ， 课桌 长 [b] m ． 一张 课桌 的 长度 是 它 最 粗 直径 的 ( ( ( ) ) / ( ( ) ) ) ．	x = [b] / [a]	{'[a]': '5', '[b]': '1'}	((1)/(5))
1 台 织布机 每 小时 可 织布 [a] 米 ， 同样 的 [b] 台 织布机 织布 [c] 小时 ， 可以 织布 多少 米 ？	x = [a] * [b] * [c]	{'[a]': '5.25', '[b]': '4', '[c]': '4.333333333333333'}	91
	{'[a]': '6', '[b]': '9'}	36
	{'[a]': '500', '[b]': '1000'}	2000
	{'[a]': '380', '[b]': '3', '[c]': '20'}	120
	{'[a]': '3', '[b]': '6', '[c]': '9'}	12
	{'[a]': '0.8', '[b]': '72'}	18
	{'[a]': '0.72', '[b]': '0.75', '[c]': '0.076', '[d]': '0.19', '[e]': '0.144', '[f]': '37.5'}	0.04
	{'[a]': '6', '[b]': '8', '[c]': '10', '[d]': '2'}	24
甲乙 两 仓 共有 粮食 [a] 袋 ， 甲 仓 运进 一批 粮食 后 ， 比 它 原有 的 粮食 增加 了 [b] % ， 乙 仓 运出 [c] 袋 ， 现在 甲乙 两 仓 一共 有 粮食 [d] 袋 ， 甲 仓 原有 粮食 多少 袋 ？	seq
	{'[a]': '800', '[b]': '44', '[c]': '10', '[d]': '8'}	45
小 明 读 一本 故事书 ， 第一天 读 了 全书 的 [a] ， 第 二 天 读 了 [b] 页 ， 这时 已 读 的 与 未 读 的 比 是 [c] ： [d] ， 这本 故事书 共有 多少 页 ？	seq
一 件 羽绒衣 的 原价 是 [a] 元 ， 受 天气 影响 ， 现在 售价 提高 了 [b] ． 这件 羽绒衣 的 现价 = 多少 元 ？	seq
商场 1 - [a] 月份 共 卖出 彩色 电视机 [b] 台 ， 平均 每个 月 卖出 多少 台 ？	x = [b] / [a]	{'[a]': '6', '[b]': '264'}	44
6 一 儿童节 ， 王老师 为 小朋友 购买 演出 用 的 服装 ， 买 [a] 件 T恤 和 [b] 件 短裤 的 钱 同样 多 ． 每件 短裤 [c] 元 ， 每件 T恤 多少 元 ？	seq
	{'[a]': '209', '[b]': '0.2222222222222222'}	171
[a] 米 长 的 铁丝 ， 先剪 去 它 的 [b] ， 再剪 去 它 的 [c] ， 一共 剪 去 这根 铁丝 的 多少 ．	seq
	{'[a]': '156', '[b]': '0.3333333333333333', '[c]': '0.75'}	26
学校 美术 小组 一共 有 [a] 个 同学 ， 其中 有 女同学 [b] 人 ． 女同学 人数 是 男同学 的 几倍 ？	seq
历史博物馆 成人 票 [a] 元 ， 儿童票 [b] 元 ． 某 学校 有 [c] 位 老师 带领 [d] 名 学生 参观 博物馆 ， 购买 门票 需要 多少 钱 ？	seq
把 [a] 米 的 绳子 ， 平均 截 成 [b] 段 ， 每 段 是 这 条 绳子 的 多少 ．	seq
[a] - [b] = ．	seq
一 个 钢铁厂 在 某 星期 内 ， 前 [a] 天 共 炼钢 [b] 吨 ， 后 [c] 天 每天 炼钢 [d] 吨 ， 平均 每天 炼钢 多少 吨 ？	seq
一 堆 货物 第一天 运走 它 的 [a] ， 第 二 天 运走 余下 的 [b] ， 如果 这 雄 货物 共 [c] 吨 ， 还 剩 多少 吨 没有 运走 ？	seq
甲 、 乙 两个 小组 [a] 天 加工 [b] 个 零件 ， 甲组 每天 加工 [c] 个 ， 乙组 每天 加工 多少 个 零件 ？	seq
	{'[a]': '30', '[b]': '50', '[c]': '240'}	300
学校 买来 儿童读物 [a] 本 ， 分给 [b] 个 年级 ， 每个 年级 有 [c] 个 班 ， 平均 每个 班 能 分 到 多少 本 ？	seq
	{'[a]': '10000', '[b]': '7.5', '[c]': '4', '[d]': '8.2', '[e]': '2966'}	4
