megan picked [a] carrots from her garden . if she threw out [b] of them and then picked [c] more the next day , how many carrots would she have total ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
joan found [a] seashells on the beach . she gave sam some of her seashells . she has [b] seashell . how many seashells did she give to sam ?	x = [a] - [b]	 0 	 0
[a] beavers were working on their home . [b] went for a swim . how many beavers are still working on their home ?	x = ( [a] - [b] )	 0 	 0
ellen had [a] legos , but ellen lost [b] of them . how many legos does ellen have now ?	[a] - [b] = x	 0 	 0
a pet store had [a] siamese cats and [b] house cats . during a sale they sold [c] cats . how many cats do they have left ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
john had [c] action figures , but needed [b] total for a complete collection . if each 1 costs $ [c] , how much money would he need to finish his collection ?	x = ( [c] * ( [b] - [c] ) )	 0 	 0
johnny practiced for the track team and ran [a] laps per minute . how many minutes did it take johnny to run [b] laps ?	x = ( [b] / [a] )	 0 	 0
the clown blew up [a] balloons . then he blew up [b] more balloons . how many balloons does the clown have now ?	x = ( [a] + [b] )	 0 	 0
fred has [a] baseball cards . keith bought [b] of fred 's baseball cards . how many baseball cards does fred have now ?	[a] - [b] = x	 0 	 0
sam had to wash [a] short sleeve shirts and [b] long sleeve shirts before school . if he had only washed [c] of them by the time school started , how many did he not wash ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
mrs . sheridan has [a] fish . her sister gave her [b] more fish . how many fish does she have now ?	x = ( [a] + [b] )	 0 	 0
jason picked [a] pears , keith picked [b] pears , and mike picked [c] pears from the pear tree . how many pears were picked in total ?	[a] + [b] + [c] = x	 0 	 0
there was a stack of [a] sheets of used paper . lexie wants to place it in boxes for recycling . if every box can contain 100 sheets , how many boxes does lexie need ?	[a] / 7 = x	 0 	 0
william has [a] bottle caps . he buys [b] more . how many bottle caps does william have in all ?	x = ( [a] + [b] )	 0 	 0
a petri dish originally contained [a] bacteria . a scientist let the bacteria grow and now there are [b] of them . how many more bacteria are there now ?	x = [b] - [a]	 0 	 0
mary had [a] baseball cards , and 8 were torn . fred gave mary [b] new baseball cards . mary bought [c] baseball cards . how many baseball cards does mary have now ?	x = [a] + [b] + [c]	 0 	 0
shiela has [a] neighbors who like to collect animal drawings . shiela drew [b] animals on small pieces of paper . if she plans to give the same number of animal drawings to her neighbors , how many will each of them receive ?	[a] * x = [b]	 0 	 0
misha has [a] dollars . how many more dollars does she have to earn to have [b] dollars ?	x = ( [b] - [a] )	 0 	 0
a plane travels due east at [a] miles per hour and another plane travels due west at [b] miles per hour . if they leave at the same time , and from the same place , in how many hours will they be [c] miles apart ?	( [a] * x ) + ( [b] * x ) = [c]	 0 	 0
a plane flies with a ground speed of [a] miles per hour if there is no wind . it travels [b] miles with a head wind and in the same time it takes to go [c] miles with a tail wind . find the speed of the wind in miles per hour .	[b] / ( [a] - x ) = [c] / ( [a] + x )	 0 	 0
kaleb was collecting cans for recycling . on saturday he filled [c] bags up and on sunday he filled [b] more bags . if each bag had [c] cans in it , how many cans did he pick up total ?	x = ( [c] * ( [c] + [b] ) )	 0 	 0
lansing has [a] elementary schools . there are [b] students in each school . how many elementary students are there altogether in lansing ?	x = ( [a] * [b] )	 0 	 0
abe 's family moved from the bahamas to japan , so they had convert their money into japanese yen . their checking account now has [a] yen and their savings account now has [b] yen . how many yen do they have ?	x = [a] + [b]	 0 	 0
emily was planting vegetables in her garden . she started with [a] seeds and planted [b] of them in the big garden and in each of her small gardens put [c] seeds each . how many small gardens did emily have ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
there are [a] pots . each pot has [b] flowers in it . how many flowers are there in all ?	x = ( [a] * [b] )	 0 	 0
there were [a] friends playing a video game online when [b] more players joined the game . if each player had [c] lives , how many lives did they have total ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
[a] of the students in the band are in the trumpet section . [b] of the students in the band are in the trombone section . what fraction of the students in the band are in either the trumpet section or the trombone section ?	[a] + [b] = x	 0 	 0
mary is baking a cake . the recipe wants [a] cups of flour . she already put in [b] cups . how many cups does she need to add ?	x = [a] - [b]	 0 	 0
fred 's high school played [a] baseball games this year . he attended [b] games . how many baseball games did fred miss ?	[a] = [b] + x	 0 	 0
a company invited [a] people to a luncheon , but [b] of them did n't show up . if the tables they had held [c] people each , how many tables do they need ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
shawn has 13 blocks . mildred has with [a] blocks . mildred finds another [b] . how many blocks does mildred end with ?	x = ( [a] + [b] )	 0 	 0
there are [a] rulers in the drawer . tim took [b] rulers from the drawer . how many rulers are now in the drawer ?	x = [a] - [b]	 0 	 0
sarah sold [a] boxes of lemon chalet cremes . how many cases of [b] boxes , plus extra boxes does sarah need ?	x = ( [a] / [b] )	 0 	 0
[a] boats are in the lake . each boat has [b] people . how many people are on boats in the lake ?	x = ( [a] * [b] )	 0 	 0
robin uploaded [a] pictures from her phone and [b] from her camera to facebook . if she sorted the pics into [c] different albums with the same amount of pics in each album , how many pictures were in each of the albums ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
at a restaurant each adult meal costs $ [c] and kids eat free . if a group of [b] people came in and [c] were kids , how much would it cost for the group to eat ?	x = ( [c] * ( [b] - [c] ) )	 0 	 0
kaleb had [a] dollars . if he spent [b] bucks on a new game , how many [c] dollar toys could he buy with the money he had left ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
before starting her shift , a waitress checks to make sure there is enough mustard for her customers . she finds [b] bottle at the first table , [b] bottle at the second table , and [c] bottle at the third table . altogether , how many bottles of mustard does the waitress find ?	x = [b] + [b] + [c]	 0 	 0
the dress store is having a sale where everything is [a] off . a woman pays [b] dollars dollars of the merchandise price . what would she have payed at regular price ?	x - ( [a] * x ) = [b]	 0 	 0
tammy drove [a] miles in 1 hour . at that rate , how far can she drive in [b] hours ?	x = ( [a] * [b] )	 0 	 0
sally had [a] quarters in her bank . she spent [b] of her quarters . how many quarters does she have now ?	[a] - [b] = x	 0 	 0
if heather bicycled [a] kilometers at [b] kilometers per hour , how long was heather bicycling ?	x = ( [a] / [b] )	 0 	 0
if there are [a] crayons in a box and gerald puts [b] more crayons inside , how many crayons are in the box ?	x = ( [a] + [b] )	 0 	 0
while on vacation , debby took [a] pictures at the zoo and [b] at the museum . if she later deleted [c] of the pictures , how many pictures from her vacation did she still have ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
joshua has [a] bottle caps . he buys [b] more . how many bottle caps does joshua have in all ?	x = ( [a] + [b] )	 0 	 0
kelly has [a] nintendo games . how many does she need to give away so that she will have [b] games left ?	x = ( [a] - [b] )	 0 	 0
alyssa bought some toys . she bought a football for $ [a] , and spent $ [b] on marbles . in total , how much did alyssa spend on toys ?	[a] + [b] = x	 0 	 0
sara has [a] black and 122 red marbles . fred took [b] of sara 's black marbles . how many black marbles does sara now have ?	x = [a] - [b]	 0 	 0
mrs . hilt bought [a] pizzas . each pizza had [b] slices . how many total slices of pizza did she have ?	x = ( [a] * [b] )	 0 	 0
at the town carnival oliver rode the ferris wheel [a] times and the bumper cars [b] times . if each ride cost [c] tickets , how many tickets did he use ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
mitch is buying candy bars for his friends . he wants to give [a] bars to each friend , and he wants to have [b] spare bars . he can afford to buy [c] candy bars . how many friends can he treat ?	( [a] * x ) + [b] = [c]	 0 	 0
there were [a] bales of hay in the barn and 32 bales in the shed . tom stacked bales in the barn today . there are now [b] bales of hay in the barn . how many bales did he store in the barn ?	[a] + x = [b]	 0 	 0
kaleb had saved up [a] dollars . if he received another [b] dollars for his allowance , how many [c] dollar toys could he buy ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
for halloween sarah received [a] pieces of candy . she ate [b] pieces then placed the rest into piles with [c] in each pile . how many piles could she make ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
mary had [a] pokemon cards , and 6 were torn . sam gave mary [b] new pokemon cards . how many pokemon cards does mary have now ?	x = [a] + [b]	 0 	 0
tommy had some balloons . his mom gave him [a] more balloons for his birthday . then , tommy had [b] balloons . how many balloons did tommy have to start with ?	x = ( [b] - [a] )	 0 	 0
haley 's favorite band was holding a concert where tickets were [a] dollars each . haley bought [b] tickets for herself and her friends and [c] extra tickets in case anyone else wanted to go . how much did she spend ?	x = ( [a] * ( [b] + [c] ) )	 0 	 0
elizabeth is inviting [b] friends to a party . she has [b] cookies . how many cookies will each friend get ?	x = ( [b] / [b] )	 0 	 0
jason grew [a] watermelons and 30 pumpkins . sandy grew [b] watermelons . how many watermelons did they grow in total ?	x = [a] + [b]	 0 	 0
there were [a] pieces of candy in a jar . if [b] pieces were red and the rest were blue , how many were blue ?	x = ( [a] - [b] )	 0 	 0
jane’s dad brought home [a] marble potatoes . if jane’s mom made potato salad for lunch and served an equal amount of potatoes to jane , herself and her husband , how many potatoes did each of them have ?	[a] / 3 = x	 0 	 0
find the cost per pound of a trail mix made from [a] pounds of raisins that costs [b] dollars per pound and [c] pounds of granola that costs [d] dollars per pound .	( [a] * [b] ) + ( [c] * [d] ) = ( [a] + [c] ) * x	 0 	 0
there are [a] rulers in the drawer . tim took [b] rulers from the drawer . how many rulers are now in the drawer ?	[a] - [b] = x	 0 	 0
nicholas starts with [a] bottle caps . he gets [b] more from catherine . how many bottle caps does nicholas end with ?	x = ( [a] + [b] )	 0 	 0
kaleb had [a] pieces of clothing to wash . he put [b] of them in 1 load , but decided to split the rest into [c] equal loads . how many pieces of clothing could go in each of the small loads ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
there school 's baseball team had [a] new players and [b] returning players . if the coach put them into groups with [c] players in each group , how many groups would there be ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
brandon has [a] skittles . bonnie has 4 skittles . he loses [b] . how many skittles will brandon have ?	x = ( [a] - [b] )	 0 	 0
there are [a] children in the classroom , each student will get [b] pencils . how many pencils will the teacher have to give out ?	[a] * [b] = x	 0 	 0
jason went to the mall on saturday to buy clothes . he spent $ [a] on shorts and $ [b] on a jacket . in total , how much money did jason spend on clothing ?	x = [a] + [b]	 0 	 0
seven times the reciprocal of a number plus [a] times the reciprocal of the number equals [b] . find the number .	( 7.0 / x ) + ( [a] / x ) = [b]	 0 	 0
the school is planning a field trip . there are [a] students and [b] seats on each school bus . how many buses are needed to take the trip ?	x = ( [a] / [b] )	 0 	 0
when jake had 1 cat , he needed to serve [a] of a can of cat food each day . now that jake has adopted a second cat , he needs to serve a total of [b] of a can each day . how much extra food is needed to feed the second cat ?	[b] - [a] = x	 0 	 0
a pet shelter had [a] puppies when another [b] were brought in . if [c] puppies a day are adopted , how long would it take for all of them to be adopted ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
melanie picked [a] plums , dan picked [b] plums , and sally picked [c] plums from the plum tree . how many plums were picked in total ?	x = [a] + [b] + [c]	 0 	 0
a chef bought [a] kilograms of almonds and [b] kilograms of pecans . how many kilograms of nuts did the chef buy in all ?	x = [a] + [b]	 0 	 0
david has [a] boxes of stuffed toy dogs . each box has [b] dogs in it . how many dogs are there in all ?	[a] * [b] = x	 0 	 0
mary loves eating fruits . mary paid $ [a] for berries , $ [b] for apples , and $ [c] for peaches . in total , how much money did she spend ?	[a] + [b] + [c] = x	 0 	 0
sara had [a] quarters in her bank . her dad gave her [b] quarters . how many quarters does she have now ?	x = [a] + [b]	 0 	 0
there were [a] parents in the program and [b] pupils , too . how many people were present in the program ?	x = ( [a] + [b] )	 0 	 0
april 's discount flowers was having a sale where each flower was [a] dollars . if katie bought [c] roses and [c] daisies , how much did she spend ?	x = ( [a] * ( [c] + [c] ) )	 0 	 0
if the sum of a number and [a] is multiplied by [b] , the result is the same as [c] times the number decreased by [d] . find the number .	[b] * ( [a] + x ) = [c] * ( x - [d] )	 0 	 0
how many cookies would you have if you had [a] bags of cookies with [b] cookies in each bag ?	[a] * [b] = x	 0 	 0
there were a total of [a] football games this year . melanie missed [b] of the games . how many football games did melanie go to in all ?	[a] = [b] + x	 0 	 0
bobby collects [a] blocks . bobby 's father gives bobby [b] more . how many blocks does bobby have ?	x = ( [a] + [b] )	 0 	 0
while making pastries , a bakery used [a] of a bag of wheat flour and [b] of a bag of white flour . how many bags of flour did the bakery use in all ?	[a] + [b] = x	 0 	 0
upon arriving at the circus , they went to the ticket booth and asked how much each ticket cost . if each ticket costs [a] dollars and they bought [b] tickets , how much money did they spend on tickets ?	[a] * [b] = x	 0 	 0
ronald has 13 blocks . martha has with [a] blocks . martha finds another [b] . how many blocks does martha end with ?	x = ( [a] + [b] )	 0 	 0
the school is planning a field trip . there are [a] students and [b] seats on each school bus . how many buses are needed to take the trip ?	x = ( [a] / [b] )	 0 	 0
there were [a] geese and [b] ducks in the marsh . how many birds were in the marsh ?	x = ( [a] + [b] )	 0 	 0
joyce starts with [a] apples . she gives [b] to larry . how many apples does joyce end with ?	x = ( [a] - [b] )	 0 	 0
bianca picked [a] carrots from her garden . if she threw out [b] of them and then picked [c] more the next day , how many carrots would she have total ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
paul made [a] dollars mowing lawns and [b] dollars weed eating . if he only spent [c] dollar a week , how long would the money last him ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
jack starts with [a] marbles . he shares [b] with rebecca . how many marbles does jack end with ?	x = ( [a] - [b] )	 0 	 0
if [a] of the tickets had been sold and there were [b] tickets left , how many tickets were printed ?	x - ( [a] * x ) = [b]	 0 	 0
the school cafeteria ordered [a] red apples and [b] green apples for students lunches . but , if only [c] students wanted fruit , how many extra did the cafeteria end up with ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
william has [a] bottle caps . he buys [b] more . how many bottle caps does william have in all ?	x = ( [a] + [b] )	 0 	 0
there are [a] walnut trees currently in the park . park workers will plant [b] walnut trees today . how many walnut trees will the park have when the workers are finished ?	x = [a] + [b]	 0 	 0
in fourth grade there were [a] students at the start of the year . during the year [b] students left and [c] new students came to school . how many students were in fourth grade at the end ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
what is divided by [a] to get [b] ?	x / [a] = [b]	 0 	 0
[a] birds were sitting in a tree . [b] more birds flew up to the tree . how many birds were there altogether in the tree ?	x = ( [a] + [b] )	 0 	 0
ethan has [a] presents . alissa has [b] more than ethan . how many presents does alissa have ?	x = ( [a] + [b] )	 0 	 0
when a number is increased by [a] the number is equal to [b] the original number . find the original number ?	[a] + x = [b] * x	 0 	 0
kelly 's chemistry textbook weighs [a] pounds and her geometry textbook weighs [b] pound . how much more does the chemistry textbook weigh than the geometry textbook ?	x = [a] - [b]	 0 	 0
there is [a] of a cup of oil in scarlett 's measuring cup . if scarlett adds [b] of a cup more , how much oil will be in the measuring cup ?	[a] + [b] = x	 0 	 0
a certain number is [a] less than [b] times the next number . find the number .	( [b] * ( 1.0 + x ) ) - [a] = x	 0 	 0
there were [a] girls and [b] boys trying out for the schools basketball team . if only [c] of them got called back , how many students did n't make the cut ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
alyssa has [a] blue balloons , sandy has [b] blue balloons , and sally has [c] blue balloons . how many blue balloons do they have in all ?	[a] + [b] + [c] = x	 0 	 0
amy paid [a] dollars for a pair of running shoes during a [b] % off sale . what was the regular price , in dollars ?	( 1.0 - ( [b] * 0.01 ) ) * x = [a]	 0 	 0
charlie has [a] more snowballs than lucy . she has [b] snowballs . how many does charlie have ?	x = ( [a] + [b] )	 0 	 0
the value of a sport utility vehicle this year is [a] dollars , which is [b] of what its value was last year . find the value of the vehicle last year .	[a] / [b] = x	 0 	 0
nancy grew [a] onions , dan grew [b] onions , and mike grew [c] onions . they worked for 6 days on the farm . how many onions did they grow in total ?	x = [a] + [b] + [c]	 0 	 0
a vase can hold [a] flowers . if you had [b] carnations and [c] roses , how many vases would you need to hold the flowers ?	x = ( ( [b] + [c] ) / [a] )	 0 	 0
[a] children are taking a bus to the zoo . they sit [b] children in every seat . how many seats will the children need in all ?	x = ( [a] / [b] )	 0 	 0
a new building needed [a] windows . the builder had already installed [b] of them . if it takes [c] hours to install each window , how long will it take him to install the rest ?	x = ( [c] * ( [a] - [b] ) )	 0 	 0
a pet shelter had [c] puppies when another [c] were brought in . if [c] puppies a day are adopted , how long would it take for all of them to be adopted ?	x = ( ( [c] + [c] ) / [c] )	 0 	 0
alyssa 's dog had puppies . she gave [a] to her friends . she now has [b] puppies left . how many puppies did she have to start with ?	x - [a] = [b]	 0 	 0
joe has [a] oranges that must be put away in boxes . daniel comes to help and brings 16 cookies to share with joe . if there are [b] boxes , how many oranges must go in each box ?	x = ( [a] / [b] )	 0 	 0
mary had [a] potatoes in the garden . the rabbits ate [b] of the potatoes . how many potatoes does mary now have ?	[a] - [b] = x	 0 	 0
sarah had [a] homework problems . she finished [b] of them but still had [c] pages of problems to do . if each page has the same number of problems on it , how many problems are on each page ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
the spurs basketball team has [a] players . each player has [b] basketballs . how many basketballs do they have in all ?	[a] * [b] = x	 0 	 0
you deposit [a] dollars in a savings account that pays an annual interest rate of [b] % . how much simple interest would you earn in [c] years , in dollars ?	x = [a] * [c] * [b] * 0.01	 0 	 0
for halloween emily received [a] pieces of candy . she ate [b] pieces then placed the rest into piles with [c] in each pile . how many piles could she make ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
jason found [a] seashells and 48 starfish on the beach . he gave [b] of the seashells to tim . how many seashells does jason now have ?	x = [a] - [b]	 0 	 0
there are [a] calories in a candy bar . how many dozen calories are there in [b] candy bars ?	[a] * [b] = x * 12	 0 	 0
sam had 49 pennies and [a] nickels in his bank . his dad gave him [b] nickels and 31 quarters . how many nickels does he have now ?	x = [a] + [b]	 0 	 0
bianca and her mom were picking carrots from their garden . bianca picked [a] and her mother picked [b] . if only [c] of the carrots were good , how many bad carrots did they have ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
jennifer starts with [a] apples . she finds another [b] . how many apples does jennifer end with ?	x = ( [a] + [b] )	 0 	 0
shirley starts with [a] eggs . she buys [b] more . how many eggs does shirley end with ?	x = ( [a] + [b] )	 0 	 0
harry is inviting [a] friends to a party . he has [b] cookies . how many cookies will each friend get ?	x = ( [b] / [a] )	 0 	 0
isha’s pencil is [b] cubes long . if she gets another pencil that is [b] cubes long , how many cubes long are both pencils ?	x = ( [b] + [b] )	 0 	 0
there are [a] crayons and 26 pencils in the drawer . sam placed [b] crayons in the drawer . how many crayons are now there in total ?	x = [a] + [b]	 0 	 0
trenton sells electronic supplies . each week he earns [a] dollars plus commission equal to [b] % of his sales . this week his goal is to earn no less than [c] dollars . write and solve an inequality to find the amount of sales he must make to reach his goal .	[a] + ( ( [b] * 0.01 ) * x ) = [c]	 0 	 0
joan purchased a basketball game for $ [a] , and a racing game for $ [b] . how much did joan spend on video games ?	[a] + [b] = x	 0 	 0
a group of [a] friends went into a restaurant . the chef already had [b] chicken wings cooked but cooked [c] more for the group . if they each got the same amount how many would each person get ?	x = ( ( [b] + [c] ) / [a] )	 0 	 0
if [a] is subtracted from [b] times a number , the difference is twice the number . what is the number ?	( [b] * x ) - [a] = 2.0 * x	 0 	 0
in fourth grade there were [a] students at the start of the year . during the year [b] students left and [c] new students came to school . how many students were in fourth grade at the end ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
last week tim had [a] dollars and keith had 36 dollars . tim washed cars over the weekend and now has [b] dollars . how much money did tim make washing cars ?	[a] + x = [b]	 0 	 0
benny received [a] dollars for his birthday . he went to a sporting goods store and bought a baseball glove , baseball , and bat . he had [b] dollars over , how much did he spent on the baseball gear ?	[a] - x = [b]	 0 	 0
kyle jogged [a] laps in p.e . class and [b] laps during track practice . how many laps did kyle jog in all ?	x = [a] + [b]	 0 	 0
hannah 's vegetarian restaurant bought [b] of a pound of green peppers and [b] of a pound of red peppers . how many pounds of peppers did hannah 's vegetarian restaurant buy in all ?	[b] + [b] = x	 0 	 0
i have [a] cents to buy candy . if each gumdrop costs [b] cents , how many gumdrops can i buy ?	x = ( [a] / [b] )	 0 	 0
kylie was collecting coins . she got [a] coins from her piggy bank and [b] coins from her brother . her father gave kylie [c] coins . kylie gave [d] of the coins to her friend laura . how many coins did kylie have left ?	( ( [a] + [b] ) + [c] ) - [d] = x	 0 	 0
diana has [a] erasers . if she shares them among [b] friends , how many erasers does each friend get ?	x = ( [a] / [b] )	 0 	 0
twice a number increased by [a] is [b] . find the number .	( 2.0 * x ) + [a] = [b]	 0 	 0
there are [a] barrels of cement in 1 shed and [b] in another shed . how many barrels must be transferred from the second to the first shed so that the first shed will contain [c] as much as the second shed ?	[a] + x = [c] * ( [b] - x )	 0 	 0
dana earns $ [a] per hour . she worked [b] hours on friday , [c] hours on saturday , and [d] hours on sunday . how much money did dana earn in all ?	[a] * ( ( [b] + [c] ) + [d] ) = x	 0 	 0
in yardley it snowed [a] inch in the morning and [b] inch in the afternoon . what was the total amount of snowfall ?	x = [a] + [b]	 0 	 0
the first minute of a telephone call costs [a] cents and each additional minute [b] cents . what is the cost of a [c] minute telephone call ?	x = [a] + ( [b] * [c] )	 0 	 0
a garden has [a] rows and [b] columns of bean plans . how many plants are there in all ?	x = ( [a] * [b] )	 0 	 0
april 's discount flowers was having a sale where each flower was [a] dollars . if maria bought [b] roses and [c] daisies , how much did she spend ?	x = ( [a] * ( [b] + [c] ) )	 0 	 0
on her vacation last summer , trisha walked all over new york city to buy souvenirs . first , she walked [b] of a mile from her hotel to a postcard shop . then she walked [b] of a mile from the postcard shop to a t-shirt shop and [c] of a mile from the t-shirt shop back to the hotel . how many miles did trisha walk in all ?	[b] + [b] + [c] = x	 0 	 0
there were [a] bales of hay in the barn . jason stacked more bales in the barn today . there are now [b] bales of hay in the barn . how many bales did he store in the barn ?	[a] + x = [b]	 0 	 0
fred found [a] seashells on the beach , he gave jessica [b] of the seashells . how many seashells does he now have ?	[a] - [b] = x	 0 	 0
rachel bought 2 coloring books . 1 had [a] pictures and the other had [b] . after 1 week she had already colored [c] of the pictures . how many pictures does she still have to color ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
joan spent $ [a] on shorts and $ [b] on a jacket , and $ [c] on a shirt . she went to 3 shops . in total , how much money did joan spend on clothing ?	x = [a] + [b] + [c]	 0 	 0
there are [a] students trying out for the school 's trivia teams . if [b] of them did n't get picked for the team and the rest were put into [c] groups , how many students would be in each group ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
evelyn starts with [a] skittles . she shares [b] with christine . how many skittles does evelyn end with ?	x = ( [a] - [b] )	 0 	 0
bianca had [a] songs on her mp3 player . if she deleted [b] old songs from it and then added [c] new songs , how many songs does she have on her mp3 player ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
james rode [a] miles at [b] miles per hour . how long did james ride ?	x = ( [a] / [b] )	 0 	 0
each bag contains [a] pounds of oranges . how many pounds of oranges are in [b] bags ?	[a] * [b] = x	 0 	 0
josh had [a] pencils . he gave [b] pencils to dorothy . how many pencils does josh have left ?	x = ( [a] - [b] )	 0 	 0
martin strolled to lawrence 's house . it is [a] miles from martin 's house to lawrence 's house . it took martin [b] hours to get there . how fast did martin go ?	x = ( [a] / [b] )	 0 	 0
jessica grew [a] watermelons and 30 carrots , but the rabbits ate [b] watermelons . how many watermelons does jessica have ?	x = [a] - [b]	 0 	 0
twice a number equals [a] less than triple the same number . what is the number ?	2.0 * x = ( 3.0 * x ) - [a]	 0 	 0
jessica weighs [a] pounds . thomas weighs [b] pounds . how much heavier is jessica than thomas ?	x = ( [a] - [b] )	 0 	 0
oliver made [a] dollars mowing lawns over the summer . if he spent [b] dollars buying new mower blades , how many [c] dollar games could he buy with the money he had left ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
a physician 's assistant measures a child and finds that his height is [a] inches . at his last visit to the doctor 's office , the child was [b] inches tall . how much did the child grow , in inches ?	x = [a] - [b]	 0 	 0
if charles strolled [a] miles at [b] miles per hour , how long was charles travelling ?	x = ( [a] / [b] )	 0 	 0
a marine biologist measured 1 fish that was [a] foot long and a second fish that was [b] foot long . how much longer was the first fish ?	x = [a] - [b]	 0 	 0
larry starts with [a] stickers . he loses [b] . how many stickers does larry end with ?	x = ( [a] - [b] )	 0 	 0
a trivia team had [a] members total , but during a game [b] members did n't show up . if each member that did show up scored [c] points , how many points were scored total ?	x = ( [c] * ( [a] - [b] ) )	 0 	 0
debby had [a] coloring books . if she gave away [b] of them , but then bought [c] more , how many would she have total ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
jason went to [a] football games this month . he went to [b] games last month , and plans to go to [c] games next month . how many games will he attend in all ?	x = [a] + [b] + [c]	 0 	 0
there are [a] pencils in the drawer . sara placed [b] more pencils in the drawer . how many pencils are now there in all ?	[a] + [b] = x	 0 	 0
michelle has [b] crayons . janet has [b] crayons . if janet gives all of her crayons to michelle , how many crayons will michelle have ?	x = ( [b] + [b] )	 0 	 0
if [a] is subtracted from a number and this difference is tripled , the result is [b] more than the number . find the number .	3.0 * ( x - [a] ) = [b] + x	 0 	 0
adam earned [a] dollars for each lawn he mowed . if he had [b] lawns to mow , but forgot to mow [c] of them , how much money did he actually earn ?	x = ( [a] * ( [b] - [c] ) )	 0 	 0
there are [a] bottle caps in each box . how many bottle caps are in [b] boxes ?	x = ( [a] * [b] )	 0 	 0
a new building needed [a] windows . the builder had already installed [b] of them . if it takes [c] hours to install each window , how long will it take him to install the rest ?	x = ( [c] * ( [a] - [b] ) )	 0 	 0
helen starts with [a] oranges . she gets [b] more from ann . how many oranges does helen end with ?	x = ( [a] + [b] )	 0 	 0
carrie 's mom gave her $ [a] to go shopping . she bought a sweater for $ [b] , a t-shirt for $ [c] , and a pair of shoes for $ [d] . how much money does carrie have left ?	[a] - ( ( [b] + [c] ) + [d] ) = x	 0 	 0
mary picked [a] oranges and jason picked [b] oranges from the orange tree . how many oranges were picked in total ?	[a] + [b] = x	 0 	 0
mark sprinted [a] miles at [b] miles per hour . how long did mark sprint ?	x = ( [a] / [b] )	 0 	 0
a pet store had [a] siamese cats and [b] house cats . during a sale they sold [c] cats . how many cats do they have left ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
connie has [a] red markers and [b] blue markers . how many markers does she have altogether ?	x = ( [a] + [b] )	 0 	 0
if norma wandered for [a] hours at [b] miles per hour . how far did norma go ?	x = ( [a] * [b] )	 0 	 0
what is [a] % of [b] ?	[a] * .01 * [b] = x	 0 	 0
melanie is selling [a] gumballs for [b] cents each . how much money can melanie get from selling the gumballs ?	[a] * [b] = x	 0 	 0
mary , sam , keith , and alyssa each have [a] baseball cards . how many baseball cards do they have in all ?	4 * [a] = x	 0 	 0
dale 's vegetarian restaurant bought [b] pounds of green peppers and [b] pounds of red peppers . how many pounds of peppers did dale 's vegetarian restaurant buy in all ?	x = [b] + [b]	 0 	 0
hayley had [a] meatballs on her plate . kirsten stole some of her meatballs . now she has [b] meatballs on her plate . how many meatballs did kirsten steal ?	x = ( [a] - [b] )	 0 	 0
tim 's cat had kittens . he gave [a] to jessica and [b] to sara . he now has [c] kittens . how many kittens did he have to start with ?	x = [a] + [b] + [c]	 0 	 0
[a] of joe 's income each month goes to taxes . if she pays [b] dollars in taxes each month , what is her monthly income in dollars ?	[a] * x = [b]	 0 	 0
irene just bought a new lamp for her bedside table . the old lamp was [a] foot tall and the new lamp is [b] feet tall . how much taller is the new lamp than the old lamp ?	[b] - [a] = x	 0 	 0
jesse’s room is [a] feet long and [b] feet wide . how much carpet does she need to cover the whole floor ?	x = ( [a] * [b] )	 0 	 0
joan found [a] seashells on the beach . she gave sam some of her seashells . she has [b] seashell left . how many seashells did she give to sam ?	[a] - x = [b]	 0 	 0
sara picked [a] pears and tim picked [b] pears from the pear tree . how many pears were picked in total ?	[a] + [b] = x	 0 	 0
